TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES",SKU
"Light Keeper’s Solitude – Lighthouse Sunset Seascape Canvas Print by Kaleigh Anderson","Bring the dramatic beauty of a coastal sunset into your home with Light Keeper’s Solitude, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.

This luminous seascape captures a solitary lighthouse standing at the edge of a pier as the sky fills with glowing clouds of coral, lavender, and deep blue. The last light of day reflects across the water while the quiet structure of the lighthouse rises against the vibrant sky.

Expressive brushwork and rich color create a sense of stillness, solitude, and coastal atmosphere. The painting evokes the timeless presence of lighthouse keepers watching over the sea, making it a striking focal point for coastal homes, beach cottages, or modern interiors.

Kaleigh Anderson is a Maine-based painter known for expressive landscapes that explore light, reflection, and the emotional beauty of coastal places.

• Pine tree frame
• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US

The framed canvases with brown and black frames have a black inside around the canvas, and the canvases with white frames have a white inside around the canvas.
The original painting features subtle gold leaf accents along the horizon, reproduced in the print as luminous golden tones.",55,USD,165,"lighthouse_wall_art,coastal_lighthouse,seascape_sunset_art,beach_house_decor,coastal_wall_decor,ocean_sunset_art,nautical_wall_art,maine_lighthouse_art,fine_art_canvas,kaleigh_anderson,arts_of_august,lighthouse_painting",,https://i.etsystatic.com/61909134/r/il/554162/7778968694/il_fullxfull.7778968694_7dj3.jpg,https://i.etsystatic.com/61909134/r/il/53a806/7778968670/il_fullxfull.7778968670_dwrj.jpg,https://i.etsystatic.com/61909134/r/il/08ed62/7778968712/il_fullxfull.7778968712_1tjz.jpg,https://i.etsystatic.com/61909134/r/il/944026/7826898629/il_fullxfull.7826898629_ksws.jpg,https://i.etsystatic.com/61909134/r/il/d1df29/7826898653/il_fullxfull.7826898653_okha.jpg,https://i.etsystatic.com/61909134/r/il/557b14/7778968772/il_fullxfull.7778968772_98b9.jpg,https://i.etsystatic.com/61909134/r/il/09f9ba/7826898701/il_fullxfull.7826898701_i4gw.jpg,https://i.etsystatic.com/61909134/r/il/a8c8ba/7826898747/il_fullxfull.7826898747_i5hy.jpg,https://i.etsystatic.com/61909134/r/il/ce8e90/7778968852/il_fullxfull.7778968852_ivd4.jpg,https://i.etsystatic.com/61909134/r/il/0dbf5a/7826898797/il_fullxfull.7826898797_dugo.jpg,Color,"Primary color","Black,Brown,White","Custom Property","Custom Property","9″×12″,12″×16″,18″×24″","69ABC8BFA10CE_17628,69ABC8BFA10CE_17635,69ABC8BFA10CE_16041,69ABC8BFA10CE_15696,69ABC8BFA10CE_15699,69ABC8BFA10CE_16035,69ABC8BFA10CE_16038,69ABC8BFA10CE_16044,69ABC8BFA10CE_17642"
"Midnight Harbor – Moonlit Harbor Landscape Canvas Print by Kaleigh Anderson","Bring the quiet beauty of a moonlit harbor into your home with Midnight Harbor, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.

This atmospheric coastal scene captures a glowing moon suspended above a quiet waterfront town. Soft reflections stretch across the deep blue harbor while the lights of buildings and a church steeple shimmer along the shoreline.

Rich cobalt blues, glowing highlights, and soft reflections create a peaceful nighttime mood that feels both dramatic and serene. The painting evokes the calm stillness of a harbor after dark, making it a striking piece for coastal homes, modern interiors, or spaces that celebrate night landscapes.

Kaleigh Anderson is a Maine-based painter known for expressive landscapes that explore light, reflection, and the emotional beauty of coastal places.

• Pine tree frame
• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US

The framed canvases with brown and black frames have a black inside around the canvas, and the canvases with white frames have a white inside around the canvas.",55,USD,150,"moonlit_harbor_art,night_harbor_art,harbor_wall_art,coastal_night_art,moon_reflection_art,waterfront_painting,coastal_wall_decor,night_seascape_art,blue_harbor_artwork,fine_art_canvas,kaleigh_anderson,arts_of_august,harbor_landscape_art",,https://i.etsystatic.com/61909134/r/il/2a7c0a/7826939243/il_fullxfull.7826939243_cfv8.jpg,https://i.etsystatic.com/61909134/r/il/0bbd3f/7779009400/il_fullxfull.7779009400_r7xy.jpg,https://i.etsystatic.com/61909134/r/il/4af300/7826939207/il_fullxfull.7826939207_dv75.jpg,https://i.etsystatic.com/61909134/r/il/3066fa/7826939277/il_fullxfull.7826939277_lpes.jpg,https://i.etsystatic.com/61909134/r/il/24ff10/7779009506/il_fullxfull.7779009506_mkpg.jpg,https://i.etsystatic.com/61909134/r/il/c06a05/7826939403/il_fullxfull.7826939403_q1z8.jpg,https://i.etsystatic.com/61909134/r/il/7a2f8d/7779009598/il_fullxfull.7779009598_ire0.jpg,,,,Color,"Primary color","Black,Brown,White","Custom Property","Custom Property","9″×12″,12″×16″,18″×24″","69ABCECC62425_16044,69ABCECC62425_15696,69ABCECC62425_15699,69ABCECC62425_17628,69ABCECC62425_16035,69ABCECC62425_16038,69ABCECC62425_17635,69ABCECC62425_16041,69ABCECC62425_17642"
"At the Edge of Town – Countryside Landscape Canvas Print by Kaleigh Anderson","Bring the quiet beauty of a rural landscape into your home with At the Edge of Town, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.

This peaceful countryside scene captures a cluster of homes resting beside a gentle river at the edge of a small town. Sunlit grasses, soft trees, and warm rooftops create a calm atmosphere where nature and community meet.

Soft greens, warm earth tones, and luminous sky colors evoke the feeling of a slow afternoon in the countryside. The tranquil composition makes this artwork a beautiful addition to rustic, farmhouse, or nature-inspired interiors.

Kaleigh Anderson is a Maine-based painter known for expressive landscapes that explore light, atmosphere, and the emotional beauty of quiet places.
• Pine tree frame
• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US

The framed canvases with brown and black frames have a black inside around the canvas, and the canvases with white frames have a white inside around the canvas.",55,USD,150,"countryside_wall_art,rural_landscape_art,farmhouse_wall_decor,small_town_artwork,rustic_landscape,nature_wall_art,country_home_decor,scenic_landscape_art,fine_art_canvas,kaleigh_anderson,arts_of_august,pastoral_artwork,country_scene_art",,https://i.etsystatic.com/61909134/r/il/5c4be3/7778925300/il_fullxfull.7778925300_j9n5.jpg,https://i.etsystatic.com/61909134/r/il/f61e41/7778925334/il_fullxfull.7778925334_7qn5.jpg,https://i.etsystatic.com/61909134/r/il/fbbab2/7826855267/il_fullxfull.7826855267_bymj.jpg,https://i.etsystatic.com/61909134/r/il/66c3b7/7826855381/il_fullxfull.7826855381_ou6b.jpg,https://i.etsystatic.com/61909134/r/il/a1d71b/7778925398/il_fullxfull.7778925398_ll8s.jpg,https://i.etsystatic.com/61909134/r/il/66ce98/7826855459/il_fullxfull.7826855459_opz5.jpg,https://i.etsystatic.com/61909134/r/il/9b95a0/7826855487/il_fullxfull.7826855487_2fc4.jpg,https://i.etsystatic.com/61909134/r/il/199a2a/7826855535/il_fullxfull.7826855535_2ljq.jpg,https://i.etsystatic.com/61909134/r/il/5fd8e5/7826855553/il_fullxfull.7826855553_oi1m.jpg,https://i.etsystatic.com/61909134/r/il/0ff217/7778925580/il_fullxfull.7778925580_mi93.jpg,Color,"Primary color","Black,Brown,White","Custom Property","Custom Property","9″×12″,12″×16″,18″×24″","69ABC2DC01F7A_16035,69ABC2DC01F7A_17642,69ABC2DC01F7A_15699,69ABC2DC01F7A_17628,69ABC2DC01F7A_16038,69ABC2DC01F7A_17635,69ABC2DC01F7A_16041,69ABC2DC01F7A_16044,69ABC2DC01F7A_15696"
"Marsh Mirage – Coastal Marsh Sunset Canvas Print by Kaleigh Anderson","Bring the glowing beauty of a coastal marsh sunset into your home with Marsh Mirage, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.

This dramatic landscape captures sweeping bands of sunset color stretching across the sky above a winding tidal marsh. Reflections of violet, gold, and deep blue ripple across the water while lush green marsh grass curves toward the horizon.

Expressive brushwork and layered color create a sense of movement and atmosphere, evoking the peaceful stillness of coastal wetlands at the close of day. The painting adds bold color and natural beauty to beach houses, coastal homes, or modern interiors inspired by the sea.

Kaleigh Anderson is a Maine-based painter known for expressive landscapes that explore light, atmosphere, and the emotional beauty of coastal places.

• Pine tree frame
• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US

The framed canvases with brown and black frames have a black inside around the canvas, and the canvases with white frames have a white inside around the canvas. The original painting features subtle gold leaf accents along the horizon, reproduced in the print as luminous golden tones.",85,USD,90,"coastal_marsh_art,marsh_sunset_art,marsh_landscape_art,coastal_wall_decor,marshland_painting,ocean_marsh_art,beach_house_decor,coastal_sunset_art,nature_landscape_art,fine_art_canvas,kaleigh_anderson,arts_of_august,marsh_wall_art",,https://i.etsystatic.com/61909134/r/il/0a41ab/7827017467/il_fullxfull.7827017467_o7a4.jpg,https://i.etsystatic.com/61909134/r/il/78cc7a/7827017503/il_fullxfull.7827017503_bdao.jpg,https://i.etsystatic.com/61909134/r/il/10a846/7827017527/il_fullxfull.7827017527_sngh.jpg,https://i.etsystatic.com/61909134/r/il/654bca/7827017569/il_fullxfull.7827017569_9l4b.jpg,https://i.etsystatic.com/61909134/r/il/aa9f42/7779088500/il_fullxfull.7779088500_pmtp.jpg,https://i.etsystatic.com/61909134/r/il/106f5a/7779088538/il_fullxfull.7779088538_blqu.jpg,https://i.etsystatic.com/61909134/r/il/2f4f31/7779088568/il_fullxfull.7779088568_33op.jpg,https://i.etsystatic.com/61909134/r/il/9e982c/7779088610/il_fullxfull.7779088610_46md.jpg,https://i.etsystatic.com/61909134/r/il/9dac6f/7779088630/il_fullxfull.7779088630_srxr.jpg,https://i.etsystatic.com/61909134/r/il/7ac37b/7827017787/il_fullxfull.7827017787_ler8.jpg,Color,"Primary color","Black,Brown,White","Custom Property","Custom Property","12″×18″,24″×36″","69ABD96C93258_16045,69ABD96C93258_17630,69ABD96C93258_16039,69ABD96C93258_17637,69ABD96C93258_17644,69ABD96C93258_15700"
"Whispers of the Marsh – Coastal Marsh Landscape Canvas Print by Kaleigh Anderson","Bring the quiet beauty of coastal wetlands into your home with Whispers of the Marsh, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.

This tranquil landscape captures winding tidal channels flowing through wide green marshland beneath a soft coastal sky. Gentle curves of water guide the eye across the scene, creating a sense of depth and peaceful movement.

Soft greens, muted blues, and delicate cloud tones evoke the stillness of coastal marshes where land and sea meet. The open composition brings a feeling of calm and spaciousness to coastal homes, nature-inspired interiors, or modern spaces that celebrate quiet landscapes.

Kaleigh Anderson is a Maine-based painter known for expressive landscapes that explore light, atmosphere, and the emotional beauty of coastal places.

• Pine tree frame
• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US

The framed canvases with brown and black frames have a black inside around the canvas, and the canvases with white frames have a white inside around the canvas.",85,USD,271,"coastal_marsh_art,marsh_landscape_art,tidal_marsh_painting,marsh_wall_decor,coastal_wetlands_art,nature_landscape_art,marshland_artwork,coastal_wall_decor,beach_house_decor,fine_art_canvas,kaleigh_anderson,arts_of_august,marsh_horizon_art",,https://i.etsystatic.com/61909134/r/il/16dc3e/7779097760/il_fullxfull.7779097760_myim.jpg,https://i.etsystatic.com/61909134/r/il/aba3db/7779097788/il_fullxfull.7779097788_71s3.jpg,https://i.etsystatic.com/61909134/r/il/2709da/7827026991/il_fullxfull.7827026991_9h94.jpg,https://i.etsystatic.com/61909134/r/il/974006/7827027011/il_fullxfull.7827027011_5t8m.jpg,https://i.etsystatic.com/61909134/r/il/40b67b/7779097848/il_fullxfull.7779097848_n69h.jpg,https://i.etsystatic.com/61909134/r/il/8552df/7779097870/il_fullxfull.7779097870_5er0.jpg,https://i.etsystatic.com/61909134/r/il/b9d24d/7779097886/il_fullxfull.7779097886_o51v.jpg,https://i.etsystatic.com/61909134/r/il/9b4b6b/7779097904/il_fullxfull.7779097904_1ix6.jpg,https://i.etsystatic.com/61909134/r/il/c1fbf9/7779097926/il_fullxfull.7779097926_64e9.jpg,https://i.etsystatic.com/61909134/r/il/cc9f59/7779097950/il_fullxfull.7779097950_6uy5.jpg,Color,"Primary color","Black,Brown,White","Custom Property","Custom Property","12″×18″,24″×36″","69ABDAACE2701_16039,69ABDAACE2701_17637,69ABDAACE2701_17630,69ABDAACE2701_16045,69ABDAACE2701_17644,69ABDAACE2701_15700"
"Between Branches and Light – Coastal Harbor Landscape Canvas Print by Kaleigh Anderson","Bring the quiet beauty of a harbor view into your home with Between Branches and Light, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.

This coastal landscape captures a peaceful harbor scene framed by leafy branches and soft coastal light. Sailboats drift across calm water while distant shoreline buildings rest beneath a gentle sky, creating a sense of quiet observation and stillness.

Layered greens, soft blues, and muted sky tones create a tranquil atmosphere that reflects the experience of looking out toward the water through a shaded coastal path. This artwork pairs beautifully with coastal homes, nature-inspired interiors, or relaxed modern spaces.

Kaleigh Anderson is a Maine-based painter known for expressive landscapes that explore light, atmosphere, and the emotional beauty of coastal environments.

• Pine tree frame
• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US

The framed canvases with brown and black frames have a black inside around the canvas, and the canvases with white frames have a white inside around the canvas.",55,USD,165,"coastal_harbor_art,harbor_landscape,sailboat_wall_art,coastal_wall_decor,maine_coastal_art,harbor_painting_art,ocean_harbor_view,beach_house_decor,seaside_landscape,nature_wall_art,fine_art_canvas,kaleigh_anderson,arts_of_august",,https://i.etsystatic.com/61909134/r/il/57f65b/7778915590/il_fullxfull.7778915590_ll7v.jpg,https://i.etsystatic.com/61909134/r/il/3c67b6/7826845507/il_fullxfull.7826845507_xrl9.jpg,https://i.etsystatic.com/61909134/r/il/8c4e92/7778915552/il_fullxfull.7778915552_2tt8.jpg,https://i.etsystatic.com/61909134/r/il/d58677/7826845551/il_fullxfull.7826845551_69vk.jpg,https://i.etsystatic.com/61909134/r/il/e24db7/7778915668/il_fullxfull.7778915668_h7k8.jpg,https://i.etsystatic.com/61909134/r/il/e1a3b4/7778915688/il_fullxfull.7778915688_a06a.jpg,https://i.etsystatic.com/61909134/r/il/db15aa/7826845615/il_fullxfull.7826845615_djd3.jpg,https://i.etsystatic.com/61909134/r/il/b40740/7826845641/il_fullxfull.7826845641_qksg.jpg,https://i.etsystatic.com/61909134/r/il/69cd5b/7778915760/il_fullxfull.7778915760_b9j8.jpg,https://i.etsystatic.com/61909134/r/il/693429/7778915798/il_fullxfull.7778915798_6yf8.jpg,Color,"Primary color","Black,Brown,White","Custom Property","Custom Property","9″×12″,12″×16″,18″×24″","69ABC15FC13DB_15696,69ABC15FC13DB_17628,69ABC15FC13DB_16035,69ABC15FC13DB_16038,69ABC15FC13DB_17635,69ABC15FC13DB_16041,69ABC15FC13DB_16044,69ABC15FC13DB_17642,69ABC15FC13DB_15699"
"Sea Window – Coastal Sunset Seascape Canvas Print by Kaleigh Anderson","Bring the glow of a coastal sunset into your home with Sea Window, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.

This luminous seascape captures a sweeping ocean horizon at sunset, viewed through the curved panes of a seaside window. Warm reflections of coral, gold, and soft violet stretch across the water while the sky glows with the final light of day.

The framing of the window creates a quiet moment of observation, as if standing inside a coastal cottage looking out toward the sea. Expressive brushwork and layered color give the scene movement and atmosphere, making this artwork a beautiful focal point for coastal homes, beach cottages, or modern interiors.

Kaleigh Anderson is a Maine-based painter known for expressive landscapes that explore light, reflection, and the emotional beauty of coastal places.

• Pine tree frame
• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US

The framed canvases with brown and black frames have a black inside around the canvas, and the canvases with white frames have a white inside around the canvas.",55,USD,165,"coastal_sunset_art,ocean_sunset_art,seascape_wall_art,coastal_window_view,beach_house_decor,ocean_horizon_art,coastal_wall_decor,sunset_seascape_art,maine_coastal_art,fine_art_canvas,kaleigh_anderson,arts_of_august,ocean_view_artwork",,https://i.etsystatic.com/61909134/r/il/3cebb1/7826881007/il_fullxfull.7826881007_2kpf.jpg,https://i.etsystatic.com/61909134/r/il/ca4727/7778950830/il_fullxfull.7778950830_3wto.jpg,https://i.etsystatic.com/61909134/r/il/19fd7e/7778950784/il_fullxfull.7778950784_o0tu.jpg,https://i.etsystatic.com/61909134/r/il/b221ce/7778950920/il_fullxfull.7778950920_d5ol.jpg,https://i.etsystatic.com/61909134/r/il/537837/7778950942/il_fullxfull.7778950942_2jmt.jpg,https://i.etsystatic.com/61909134/r/il/46ab62/7826881073/il_fullxfull.7826881073_320z.jpg,https://i.etsystatic.com/61909134/r/il/aef184/7778950992/il_fullxfull.7778950992_26g0.jpg,https://i.etsystatic.com/61909134/r/il/b23868/7826881173/il_fullxfull.7826881173_qcga.jpg,https://i.etsystatic.com/61909134/r/il/5ae14f/7778951080/il_fullxfull.7778951080_4urf.jpg,https://i.etsystatic.com/61909134/r/il/004bc1/7778951118/il_fullxfull.7778951118_q97o.jpg,Color,"Primary color","Black,Brown,White","Custom Property","Custom Property","9″×12″,12″×16″,18″×24″","69ABC66F008F9_16038,69ABC66F008F9_16041,69ABC66F008F9_17642,69ABC66F008F9_17628,69ABC66F008F9_16035,69ABC66F008F9_17635,69ABC66F008F9_16044,69ABC66F008F9_15696,69ABC66F008F9_15699"
"Coastal Buoy House Canvas Print – The Buoy House Nautical Beach Cottage Wall Art","Bring vibrant coastal charm into your home with The Buoy House, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.

This colorful seaside scene captures a classic coastal fish house adorned with lobster buoys, floats, and nautical details. A life ring hangs above the entrance while rows of bright buoys sway across the structure, creating a lively composition filled with color and texture.

Inspired by working waterfronts and coastal fishing traditions, the painting celebrates the character and visual rhythm of seaside life. Bold colors and expressive brushwork bring the buoy collection to life against the weathered wood of the harbor building.

Perfect for beach houses, coastal homes, lake cottages, and nautical interiors, this artwork adds personality, color, and coastal storytelling to any space.

Kaleigh Anderson is a Maine-based painter known for expressive coastal imagery that captures the atmosphere, character, and everyday beauty of shoreline life.

• Pine tree frame
• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US

The framed canvases with brown and black frames have a black inside around the canvas, and the canvases with white frames have a white inside around the canvas.",85,USD,120,"nautical_wall_art,buoy_wall_decor,lobster_buoy_art,coastal_wall_decor,beach_house_artwork,nautical_decor_art,coastal_cottage_art,lobster_house_art,harbor_wall_decor,fine_art_canvas,kaleigh_anderson,arts_of_august,coastal_home_decor",,https://i.etsystatic.com/61909134/r/il/2b660a/7780362686/il_fullxfull.7780362686_4k8r.jpg,https://i.etsystatic.com/61909134/r/il/e03dae/7780362722/il_fullxfull.7780362722_sjtg.jpg,https://i.etsystatic.com/61909134/r/il/ec6a7d/7828291621/il_fullxfull.7828291621_jcoy.jpg,https://i.etsystatic.com/61909134/r/il/086928/7828291671/il_fullxfull.7828291671_cr3p.jpg,https://i.etsystatic.com/61909134/r/il/fd3c97/7780362870/il_fullxfull.7780362870_5r8w.jpg,https://i.etsystatic.com/61909134/r/il/cf42cc/7828291761/il_fullxfull.7828291761_1qt2.jpg,https://i.etsystatic.com/61909134/r/il/0a115d/7828291807/il_fullxfull.7828291807_sx13.jpg,https://i.etsystatic.com/61909134/r/il/d27117/7780363054/il_fullxfull.7780363054_igz0.jpg,https://i.etsystatic.com/61909134/r/il/f392fd/7828291931/il_fullxfull.7828291931_kw5y.jpg,https://i.etsystatic.com/61909134/r/il/111832/7780363136/il_fullxfull.7780363136_lhqk.jpg,Color,"Primary color","Black,Brown,White","Custom Property","Custom Property","12″×12″,16″×16″","69AC6407B1914_16040,69AC6407B1914_15695,69AC6407B1914_16034,69AC6407B1914_16036,69AC6407B1914_16042,69AC6407B1914_15697"
"Resting Tide – Coastal Boat Seascape Canvas Print by Kaleigh Anderson","Bring the calm beauty of a quiet harbor moment into your home with Resting Tide, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.

This coastal scene captures a small boat gently floating in still water, tied beside a dock as soft reflections ripple across the harbor. The simple composition highlights the quiet rhythm of the tide and the peaceful atmosphere of a resting boat at the water’s edge.

Layered blues and soft coastal tones create a sense of stillness and balance, evoking the slow movement of the tide and the calm of early morning on the harbor. The painting brings subtle coastal charm to beach houses, nautical interiors, or modern spaces inspired by the sea.

Kaleigh Anderson is a Maine-based painter known for expressive landscapes and coastal scenes that explore light, reflection, and the emotional beauty of shoreline places.

• Pine tree frame
• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US

The framed canvases with brown and black frames have a black inside around the canvas, and the canvases with white frames have a white inside around the canvas.",55,USD,165,"coastal_boat_art,harbor_boat_art,nautical_wall_art,seaside_boat_art,coastal_wall_decor,ocean_boat_art,beach_house_decor,harbor_painting_art,dockside_artwork,fine_art_canvas,kaleigh_anderson,arts_of_august,boat_wall_art",,https://i.etsystatic.com/61909134/r/il/aa071f/7779071126/il_fullxfull.7779071126_5clr.jpg,https://i.etsystatic.com/61909134/r/il/cdca42/7827000159/il_fullxfull.7827000159_sk3c.jpg,https://i.etsystatic.com/61909134/r/il/4485fa/7827000201/il_fullxfull.7827000201_600x.jpg,https://i.etsystatic.com/61909134/r/il/1b76f5/7827000241/il_fullxfull.7827000241_75qj.jpg,https://i.etsystatic.com/61909134/r/il/c6c9e5/7827000277/il_fullxfull.7827000277_mvs9.jpg,https://i.etsystatic.com/61909134/r/il/932c04/7827000307/il_fullxfull.7827000307_3fmu.jpg,https://i.etsystatic.com/61909134/r/il/593e4c/7827000339/il_fullxfull.7827000339_ceag.jpg,https://i.etsystatic.com/61909134/r/il/15ab4b/7779071322/il_fullxfull.7779071322_n7r9.jpg,https://i.etsystatic.com/61909134/r/il/241ce4/7779071350/il_fullxfull.7779071350_r4w3.jpg,https://i.etsystatic.com/61909134/r/il/794ab1/7827000415/il_fullxfull.7827000415_69ef.jpg,Color,"Primary color","Black,Brown,White","Custom Property","Custom Property","9″×12″,12″×16″,18″×24″","69ABD7109BD0A_16038,69ABD7109BD0A_17635,69ABD7109BD0A_16041,69ABD7109BD0A_16044,69ABD7109BD0A_15699,69ABD7109BD0A_17628,69ABD7109BD0A_16035,69ABD7109BD0A_17642,69ABD7109BD0A_15696"
"Beneath the Blue Veil – Coastal Mussel Shell Canvas Print by Kaleigh Anderson","Bring the quiet beauty of the ocean’s hidden details into your home with Beneath the Blue Veil, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.

This modern coastal composition features layered blue mussel shells arranged in a flowing pattern of soft curves and cool ocean tones. Subtle shifts of teal, cobalt, and sea-glass greens create depth and movement across the canvas.

The close-up perspective highlights the natural forms and textures of shells shaped by the sea, giving the piece a calm yet contemporary presence. The artwork pairs beautifully with coastal homes, modern interiors, or spaces inspired by ocean colors and marine life.

Kaleigh Anderson is a Maine-based painter known for expressive landscapes and coastal-inspired compositions that explore color, form, and the emotional beauty of shoreline places.

• Pine tree frame
• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US

The framed canvases with brown and black frames have a black inside around the canvas, and the canvases with white frames have a white inside around the canvas.",65,USD,120,"mussel_shell_art,seashell_wall_art,coastal_shell_art,blue_shell_artwork,ocean_shell_art,coastal_wall_decor,sea_life_artwork,beach_house_decor,modern_coastal_art,fine_art_canvas,kaleigh_anderson,arts_of_august,shell_painting_art",,https://i.etsystatic.com/61909134/r/il/f95abe/7779118822/il_fullxfull.7779118822_r565.jpg,https://i.etsystatic.com/61909134/r/il/be6333/7827047885/il_fullxfull.7827047885_47s9.jpg,https://i.etsystatic.com/61909134/r/il/356f70/7827047935/il_fullxfull.7827047935_6475.jpg,https://i.etsystatic.com/61909134/r/il/39e4e9/7827047959/il_fullxfull.7827047959_8vmp.jpg,https://i.etsystatic.com/61909134/r/il/c41484/7779118958/il_fullxfull.7779118958_gpes.jpg,https://i.etsystatic.com/61909134/r/il/ddea1f/7827048037/il_fullxfull.7827048037_159u.jpg,https://i.etsystatic.com/61909134/r/il/fdad2c/7827048093/il_fullxfull.7827048093_gc7n.jpg,https://i.etsystatic.com/61909134/r/il/38e992/7779119062/il_fullxfull.7779119062_85ne.jpg,https://i.etsystatic.com/61909134/r/il/d5f426/7827048147/il_fullxfull.7827048147_iilc.jpg,https://i.etsystatic.com/61909134/r/il/47f6ce/7827048187/il_fullxfull.7827048187_isz8.jpg,Color,"Primary color","Black,Brown,White","Custom Property","Custom Property","8″×10″,16″×20″","69ABDD5D43A8E_16043,69ABDD5D43A8E_15698,69ABDD5D43A8E_17627,69ABDD5D43A8E_16037,69ABDD5D43A8E_17634,69ABDD5D43A8E_17641"
